,rent,dist,nrooms,age,size,noccup,price
1394,340.0,17.0,2.0,28.0,6.0,3,83450.0
1395,301.0,17.0,2.0,12.0,4.0,3,95598.72726314122
1396,279.0,,2.0,29.0,5.0,3,105900.0
1397,376.0,,2.0,34.0,8.0,3,98550.0
1398,321.0,17.0,2.0,37.0,5.0,3,94800.0
1399,456.0,17.0,2.0,21.0,5.0,3,133000.0
1400,355.0,17.0,2.0,36.0,5.0,3,115115.71830752288
1401,344.0,17.0,2.0,39.0,5.0,3,95000.0
1402,380.0,17.0,0.0,24.0,5.0,3,112946.32040813417
1403,365.0,17.0,2.0,33.0,5.0,3,117800.0
1404,378.0,17.0,2.0,37.0,5.0,3,98100.0
1405,298.0,17.0,2.0,10.0,4.0,3,91000.0
1406,313.0,16.0,2.0,34.0,5.0,3,84700.0
1407,190.0,16.0,2.0,22.0,8.0,2,89650.0
1408,189.0,16.0,2.0,19.0,4.0,3,117850.0
1409,,17.0,2.0,36.0,4.0,3,102550.0
1410,216.0,17.0,34.0,30.0,6.0,3,110400.0
1411,380.0,8.0,2.0,35.0,5.0,3,116600.0
1412,354.0,17.0,2.0,44.0,5.0,3,116050.0
1413,335.0,17.0,2.0,43.0,5.0,3,132850.0
1414,451.0,17.0,2.0,32.0,5.0,3,123950.0
1415,462.0,17.0,2.0,29.0,5.0,3,136600.0
1416,,17.0,2.0,16.0,4.0,3,45550.0
1417,240.0,17.0,2.0,32.0,5.0,3,67250.0
1418,309.0,17.0,2.0,36.0,6.0,3,68100.0
1419,460.0,17.0,2.0,16.0,6.0,3,125000.0
1420,210.0,17.0,2.0,16.0,3.0,2,43750.0
1421,136.0,17.0,2.0,17.0,2.0,2,68750.0
1422,279.0,17.0,2.0,36.0,6.0,3,68200.0
1423,175.0,17.0,2.0,16.0,3.0,2,37500.0
1424,104.0,17.0,,16.0,2.0,2,78150.0
1425,173.0,17.0,2.0,10.0,4.0,3,70300.0
1426,429.0,8.0,2.0,25.0,6.0,3,89150.0
1427,342.0,17.0,2.0,27.0,5.0,3,87950.0
1428,291.0,17.0,2.0,38.0,5.0,3,69950.0
1429,270.0,,2.0,45.0,4.0,3,69100.0
1430,347.0,17.0,2.0,28.0,6.0,3,89100.0
1431,367.0,,2.0,35.0,5.0,3,84650.0
1432,,17.0,2.0,37.0,6.0,3,80950.0
1433,344.0,17.0,2.0,37.0,5.0,3,83300.0
1434,258.0,17.0,2.0,44.0,4.0,3,74450.0
1435,263.0,16.0,2.0,25.0,5.0,3,82750.0
1436,323.0,16.0,2.0,29.0,5.0,3,97000.0
1437,383.0,16.0,2.0,32.0,5.0,3,113450.0
1438,382.0,,2.0,27.0,5.0,3,101400.0
1439,273.0,16.0,36.0,32.0,5.0,3,105750.0
1440,213.0,16.0,2.0,40.0,8.0,3,82750.0
1441,256.0,16.0,2.0,37.0,4.0,3,117582.43646588102
1442,409.0,,2.0,28.0,5.0,3,96150.0
1443,381.0,16.0,2.0,31.0,5.0,3,96600.0
1444,,16.0,2.0,23.0,4.0,three,92000.0
1445,462.0,16.0,2.0,28.0,6.0,3,108600.0
1446,369.0,16.0,2.0,35.0,6.0,3,91000.0
1447,339.0,16.0,2.0,36.0,5.0,3,80650.0
1448,303.0,16.0,2.0,34.0,5.0,3,80500.0
1449,283.0,16.0,21.0,28.0,,3,72450.0
1450,460.0,16.0,2.0,18.0,5.0,3,129750.0
1451,458.0,16.0,2.0,27.0,5.0,3,151793.17708809194
1452,375.0,16.0,2.0,24.0,6.0,3,122050.0
1453,359.0,16.0,2.0,28.0,5.0,3,92400.0
1454,391.0,16.0,2.0,28.0,6.0,3,114600.0
1455,270.0,,2.0,7.0,4.0,3,98050.0
1456,273.0,16.0,2.0,22.0,5.0,3,102050.0
1457,431.0,16.0,2.0,26.0,6.0,3,120100.0
1458,447.0,16.0,2.0,26.0,6.0,3,126102.16928112121
1459,393.0,16.0,2.0,26.0,6.0,3,106600.0
1460,384.0,16.0,2.0,22.0,5.0,3,5290100.0
1461,345.0,16.0,2.0,30.0,5.0,3,92050.0
1462,,16.0,2.0,32.0,5.0,3,89500.0
1463,343.0,16.0,2.0,28.0,6.0,3,95350.0
1464,231.0,16.0,2.0,13.0,4.0,3,83900.0
1465,407.0,16.0,2.0,8.0,5.0,3,123350.0
1466,236.0,16.0,2.0,12.0,4.0,3,63349.99999999999
1467,462.0,16.0,2.0,16.0,6.0,3,130200.0
1468,419.0,16.0,34.0,17.0,5.0,3,100300.0
1469,462.0,16.0,2.0,14.0,6.0,3,176803.26735228646
1470,462.0,16.0,,29.0,6.0,3,132950.0
1471,403.0,16.0,2.0,34.0,5.0,3,103100.0
1472,300.0,16.0,2.0,36.0,5.0,3,85500.0
1473,243.0,16.0,2.0,45.0,5.0,3,85608.50687272378
1474,223.0,17.0,2.0,26.0,4.0,3,80450.0
1475,224.0,16.0,2.0,20.0,5.0,3,83350.0
1476,218.0,16.0,2.0,16.0,5.0,3,67452.31822322134
1477,193.0,17.0,2.0,21.0,4.0,3,56250.0
1478,239.0,17.0,2.0,39.0,5.0,3,75500.0
1479,168.0,16.0,2.0,20.0,3.0,3,75900.0
1480,288.0,17.0,2.0,35.0,5.0,3,79900.0
1481,277.0,16.0,2.0,28.0,5.0,3,88096.2590281869
1482,137.0,16.0,2.0,27.0,4.0,3,87500.0
1483,238.0,16.0,2.0,,5.0,3,91000.0
1484,,16.0,2.0,20.0,4.0,3,95400.0
1485,456.0,16.0,2.0,8.0,6.0,3,149100.0
1486,,16.0,2.0,25.0,5.0,3,152550.0
1487,158.0,,2.0,20.0,3.0,3,81250.0
1488,237.0,16.0,2.0,14.0,4.0,3,110250.0
1489,183.0,16.0,2.0,25.0,4.0,3,104150.0
1490,371.0,16.0,2.0,32.0,5.0,3,101150.0
1491,424.0,16.0,2.0,22.0,6.0,3,118500.0
1492,319.0,16.0,2.0,23.0,4.0,3,106550.0
1493,462.0,16.0,2.0,23.0,5.0,3,161150.0
1494,309.0,16.0,2.0,19.0,4.0,3,133550.0
1495,455.0,16.0,2.0,26.0,6.0,3,134000.0
1496,462.0,16.0,2.0,18.0,6.0,3,136800.0
1497,462.0,,3.0,9.0,7.0,3,169600.0
1498,462.0,16.0,2.0,25.0,6.0,3,165100.0
1499,235.0,16.0,2.0,33.0,5.0,3,79783.04749742302
1500,422.0,16.0,2.0,24.0,5.0,3,115700.0
1501,,16.0,2.0,22.0,5.0,3,113900.0
1502,,16.0,2.0,29.0,5.0,'3',98550.0
1503,213.0,16.0,2.0,22.0,5.0,3,72300.0
1504,418.0,16.0,,21.0,6.0,3,139650.0
1505,456.0,16.0,2.0,21.0,5.0,3,172400.0
1506,303.0,,2.0,5.0,3.0,2,133250.0
1507,333.0,16.0,2.0,15.0,3.0,3,92450.0
1508,353.0,16.0,2.0,14.0,4.0,3,117350.0
1509,462.0,8.0,2.0,26.0,5.0,3,175600.0
1510,462.0,16.0,2.0,23.0,5.0,3,204738.04575560012
1511,,16.0,2.0,21.0,6.0,3,183850.0
1512,,16.0,2.0,29.0,5.0,3,137650.0
1513,312.0,16.0,2.0,15.0,3.0,2,106047.29811848323
1514,202.0,16.0,35.0,25.0,3.0,two,108050.0
1515,232.0,8.0,2.0,21.0,3.0,2,57150.0
1516,376.0,16.0,2.0,45.0,5.0,3,113000.0
1517,,16.0,2.0,25.0,4.0,3,126050.0
1518,332.0,16.0,2.0,26.0,4.0,3,112500.0
1519,334.0,16.0,2.0,28.0,5.0,3,125000.0
1520,462.0,16.0,2.0,26.0,5.0,3,132450.0
1521,,16.0,2.0,28.0,5.0,3,129900.0
1522,276.0,16.0,2.0,,5.0,3,146250.0
1523,378.0,16.0,2.0,32.0,5.0,3,5939965.0
1524,462.0,16.0,2.0,18.0,5.0,3,153450.0
1525,328.0,16.0,2.0,28.0,4.0,3,133400.0
1526,462.0,8.0,2.0,0.0,5.0,3,190358.9379135528
1527,383.0,16.0,2.0,29.0,4.0,3,144000.0
1528,417.0,16.0,2.0,38.0,4.0,3,182456.3486864837
1529,424.0,16.0,2.0,38.0,5.0,3,131650.0
1530,462.0,16.0,2.0,34.0,5.0,3,170450.0
1531,462.0,,2.0,30.0,5.0,3,198750.0
1532,221.0,16.0,2.0,24.0,3.0,3,135500.0
1533,348.0,16.0,,32.0,4.0,'3',167850.0
1534,319.0,16.0,2.0,37.0,4.0,3,155300.0
1535,462.0,16.0,2.0,33.0,5.0,3,174550.0
1536,360.0,16.0,2.0,32.0,4.0,3,160711.4184693334
1537,427.0,16.0,2.0,20.0,4.0,3,137900.0
1538,462.0,16.0,2.0,29.0,6.0,3,178100.0
1539,348.0,16.0,2.0,32.0,8.0,3,104264.62494180966
1540,458.0,16.0,2.0,29.0,4.0,3,195300.0
1541,462.0,16.0,2.0,27.0,5.0,3,234700.0
1542,462.0,15.0,2.0,22.0,6.0,3,129100.0
1543,459.0,15.0,2.0,22.0,5.0,3,130150.0
1544,462.0,15.0,2.0,23.0,6.0,3,137500.0
1545,253.0,8.0,2.0,0.0,3.0,3,175000.0
1546,462.0,15.0,2.0,19.0,6.0,3,125000.0
1547,462.0,15.0,2.0,19.0,6.0,3,176721.26249394097
1548,462.0,15.0,2.0,17.0,6.0,3,134900.0
1549,186.0,15.0,2.0,24.0,3.0,2,78600.0
1550,462.0,,2.0,16.0,6.0,3,171750.0
1551,462.0,15.0,2.0,16.0,6.0,3,148050.0
1552,462.0,8.0,2.0,17.0,8.0,3,156250.0
1553,462.0,16.0,2.0,17.0,6.0,3,5746009.0
1554,462.0,16.0,2.0,16.0,6.0,3,171850.0
1555,419.0,16.0,,18.0,6.0,3,179550.0
1556,462.0,16.0,2.0,12.0,6.0,3,201700.0
1557,462.0,8.0,2.0,17.0,6.0,3,178000.0
1558,462.0,16.0,2.0,8.0,5.0,3,184600.0
1559,462.0,16.0,2.0,16.0,5.0,3,170650.0
1560,462.0,16.0,,4.0,4.0,3,178350.0
1561,462.0,16.0,2.0,8.0,7.0,3,212550.00000000003
1562,351.0,15.0,2.0,4.0,4.0,3,178050.0
1563,462.0,15.0,2.0,,6.0,3,230700.0
1564,462.0,15.0,3.0,8.0,6.0,3,177161.8238145388
1565,236.0,,2.0,2.0,4.0,3,217350.00000000003
1566,462.0,15.0,4.0,2.0,5.0,3,6146162.0
1567,462.0,8.0,2.0,8.0,5.0,3,190950.0
1568,462.0,16.0,2.0,13.0,6.0,3,162300.0
1569,462.0,16.0,2.0,8.0,6.0,3,199650.0
1570,462.0,16.0,2.0,34.0,5.0,3,221900.0
1571,462.0,16.0,2.0,30.0,4.0,3,193300.0
1572,345.0,16.0,2.0,20.0,4.0,3,128200.0
1573,253.0,16.0,2.0,22.0,4.0,3,100000.0
1574,,16.0,2.0,24.0,5.0,3,250000.5
1575,388.0,16.0,2.0,14.0,5.0,3,147400.0
1576,367.0,16.0,2.0,17.0,3.0,3,94250.0
1577,462.0,16.0,32.0,11.0,5.0,3,179650.0
1578,462.0,16.0,2.0,21.0,6.0,3,179350.0
1579,462.0,16.0,2.0,16.0,5.0,3,143650.0
1580,462.0,16.0,2.0,14.0,6.0,3,220700.0
1581,462.0,16.0,2.0,25.0,6.0,3,247000.00000000003
1582,462.0,16.0,0.0,18.0,6.0,3,175642.64308354084
1583,462.0,16.0,2.0,4.0,6.0,3,250000.5
1584,462.0,16.0,2.0,29.0,5.0,3,199100.0
1585,462.0,16.0,2.0,29.0,6.0,'3',5827619.0
1586,462.0,8.0,2.0,10.0,6.0,3,250000.5
1587,462.0,8.0,2.0,16.0,6.0,3,186000.0
1588,462.0,16.0,2.0,18.0,5.0,3,175650.0
1589,462.0,16.0,2.0,5.0,6.0,3,180124.33584580958
1590,462.0,17.0,2.0,20.0,6.0,3,191100.0
1591,462.0,17.0,2.0,22.0,6.0,3,250000.5
1592,462.0,16.0,2.0,38.0,5.0,3,147200.0
1593,462.0,17.0,2.0,32.0,5.0,3,250000.5
1594,462.0,17.0,2.0,34.0,5.0,3,227650.0
1595,462.0,16.0,2.0,35.0,5.0,3,203250.00000000003
1596,390.0,16.0,2.0,21.0,4.0,3,155150.0
1597,324.0,16.0,,32.0,4.0,3,139750.0
1598,462.0,16.0,2.0,37.0,5.0,3,174100.0
1599,462.0,16.0,2.0,35.0,5.0,3,216650.0
1600,309.0,17.0,2.0,30.0,3.0,3,128550.0
1601,205.0,17.0,2.0,27.0,3.0,2,175000.0
1602,462.0,17.0,2.0,18.0,6.0,3,213050.0
1603,462.0,17.0,2.0,34.0,5.0,3,197200.0
1604,266.0,16.0,2.0,11.0,4.0,3,193600.0
1605,179.0,16.0,2.0,24.0,2.0,2,49700.0
1606,,16.0,2.0,26.0,2.0,2,42500.0
1607,218.0,16.0,2.0,24.0,2.0,2,51349.99999999999
1608,273.0,16.0,2.0,17.0,2.0,2,93250.0
1609,234.0,16.0,2.0,23.0,2.0,2,77500.0
1610,334.0,16.0,2.0,16.0,3.0,2,117949.9347700221
1611,269.0,16.0,21.0,17.0,3.0,2,103150.0
1612,186.0,16.0,2.0,26.0,2.0,2,36700.0
1613,462.0,16.0,2.0,46.0,5.0,3,183550.0
1614,462.0,16.0,2.0,27.0,5.0,3,201300.0
1615,462.0,16.0,2.0,33.0,6.0,3,157100.0
1616,462.0,16.0,,18.0,5.0,3,227050.00000000003
1617,462.0,16.0,3.0,17.0,8.0,6,250000.5
1618,462.0,16.0,2.0,26.0,6.0,3,208250.0
1619,462.0,16.0,34.0,26.0,5.0,3,182250.0
1620,462.0,8.0,27.0,19.0,5.0,3,204007.52988553612
1621,,16.0,2.0,4.0,6.0,3,250000.5
1622,343.0,17.0,2.0,20.0,4.0,3,157000.0
1623,,16.0,2.0,29.0,5.0,3,194950.0
1624,422.0,16.0,2.0,24.0,4.0,3,183435.85194424607
1625,462.0,16.0,2.0,16.0,4.0,3,185100.0
1626,462.0,17.0,2.0,36.0,5.0,3,202150.0
1627,367.0,17.0,2.0,36.0,3.0,3,177100.0
1628,462.0,17.0,2.0,33.0,5.0,3,200224.85440890875
1629,462.0,17.0,2.0,32.0,5.0,3,217250.0
1630,462.0,17.0,2.0,32.0,5.0,3,200900.0
1631,462.0,8.0,2.0,33.0,5.0,3,211600.0
1632,462.0,17.0,2.0,38.0,5.0,3,219000.0
1633,183.0,17.0,2.0,,4.0,3,237500.0
1634,462.0,17.0,2.0,37.0,5.0,3,183750.0
1635,462.0,17.0,2.0,36.0,5.0,three,189050.0
1636,462.0,17.0,2.0,31.0,5.0,3,250000.5
1637,462.0,17.0,2.0,46.0,5.0,3,212509.64782150096
1638,462.0,17.0,2.0,36.0,5.0,3,250000.5
1639,462.0,17.0,2.0,18.0,4.0,3,249500.0
1640,395.0,16.0,2.0,8.0,6.0,3,102100.0
1641,462.0,16.0,2.0,8.0,6.0,3,83400.0
1642,417.0,16.0,2.0,4.0,6.0,3,106850.0
1643,215.0,16.0,2.0,17.0,6.0,3,81250.0
1644,462.0,16.0,2.0,11.0,5.0,3,250000.5
1645,462.0,15.0,3.0,4.0,6.0,3,250000.5
1646,462.0,15.0,2.0,7.0,6.0,3,179759.05145828417
1647,462.0,15.0,2.0,12.0,6.0,3,5132575.0
1648,,16.0,2.0,2.0,4.0,3,105050.0
1649,386.0,16.0,,26.0,6.0,three,97350.0
1650,,16.0,2.0,25.0,5.0,3,90600.0
1651,462.0,16.0,2.0,21.0,6.0,3,183816.01604232175
1652,462.0,16.0,2.0,4.0,6.0,3,153500.0
1653,462.0,16.0,2.0,18.0,6.0,3,176800.0
1654,462.0,16.0,2.0,16.0,6.0,3,182900.0
1655,462.0,16.0,2.0,14.0,6.0,3,213850.0
1656,462.0,16.0,2.0,13.0,6.0,3,183350.0
1657,,16.0,2.0,14.0,5.0,3,118700.0
1658,462.0,16.0,2.0,18.0,5.0,3,144000.0
1659,462.0,16.0,2.0,13.0,6.0,3,164700.0
1660,462.0,16.0,2.0,26.0,6.0,3,145850.0
1661,462.0,16.0,2.0,16.0,6.0,3,160200.0
1662,,16.0,2.0,16.0,5.0,3,143450.0
1663,,16.0,2.0,16.0,7.0,3,156300.0
1664,445.0,16.0,2.0,27.0,5.0,3,126800.0
1665,427.0,17.0,2.0,16.0,7.0,3,102550.0
1666,422.0,17.0,2.0,15.0,7.0,3,98800.0
1667,451.0,17.0,2.0,15.0,6.0,3,99250.0
1668,462.0,17.0,2.0,9.0,5.0,3,155350.0
1669,234.0,18.0,2.0,52.0,3.0,3,85550.0
1670,191.0,17.0,2.0,52.0,4.0,3,73550.0
1671,271.0,17.0,2.0,52.0,4.0,three,77850.0
1672,420.0,17.0,,31.0,5.0,3,98500.0
1673,333.0,18.0,2.0,25.0,5.0,3,101850.0
1674,173.0,,2.0,47.0,4.0,3,67250.0
1675,295.0,18.0,2.0,41.0,5.0,3,75100.0
1676,202.0,18.0,2.0,41.0,5.0,3,61500.0
1677,125.0,18.0,2.0,30.0,5.0,3,73850.0
1678,382.0,18.0,2.0,4.0,5.0,3,87100.0
1679,258.0,17.0,2.0,26.0,4.0,3,89450.0
1680,301.0,18.0,2.0,16.0,5.0,3,86600.0
1681,,18.0,2.0,32.0,5.0,3,87700.0
1682,332.0,18.0,2.0,34.0,5.0,3,5429961.0
1683,346.0,18.0,2.0,26.0,5.0,3,95550.0
1684,245.0,18.0,2.0,18.0,5.0,3,76071.11987369871
1685,328.0,17.0,2.0,28.0,5.0,3,103052.05789196679
1686,383.0,17.0,2.0,28.0,5.0,3,99000.0
1687,,17.0,2.0,16.0,6.0,3,121600.0
1688,452.0,17.0,2.0,23.0,5.0,3,109300.0
1689,378.0,17.0,2.0,5.0,5.0,3,92400.0
1690,433.0,17.0,2.0,11.0,7.0,3,134700.0
1691,450.0,17.0,2.0,16.0,7.0,3,122013.96891748397
1692,462.0,17.0,2.0,16.0,7.0,3,118850.0
1693,317.0,17.0,2.0,14.0,5.0,3,85250.0
1694,,17.0,2.0,6.0,7.0,3,123200.0
1695,438.0,17.0,2.0,15.0,6.0,3,120150.0
1696,461.0,17.0,2.0,12.0,8.0,4,131527.16331506943
1697,462.0,17.0,2.0,5.0,7.0,3,136450.0
1698,382.0,8.0,2.0,27.0,4.0,3,104900.0
1699,412.0,17.0,2.0,35.0,5.0,3,100500.0
1700,454.0,17.0,2.0,10.0,6.0,3,136200.0
1701,0.0,17.0,2.0,0.0,5.0,3,100774.66635336976
1702,265.0,17.0,2.0,34.0,5.0,3,82350.0
1703,336.0,17.0,2.0,20.0,5.0,3,113700.0
1704,253.0,17.0,2.0,35.0,5.0,3,74850.0
1705,332.0,17.0,2.0,,5.0,3,95000.0
1706,333.0,17.0,2.0,37.0,5.0,3,98300.0
1707,287.0,17.0,2.0,38.0,4.0,3,95700.0
1708,329.0,8.0,2.0,38.0,5.0,3,97100.0
1709,326.0,17.0,2.0,36.0,4.0,3,92500.0
1710,317.0,18.0,2.0,25.0,6.0,3,78900.0
1711,,18.0,2.0,25.0,4.0,3,82150.0
1712,297.0,18.0,2.0,29.0,4.0,3,80500.0
1713,352.0,18.0,2.0,26.0,6.0,3,85550.0
1714,223.0,18.0,2.0,35.0,7.0,3,54500.00000000001
1715,324.0,18.0,2.0,29.0,6.0,3,85400.0
1716,321.0,18.0,2.0,24.0,5.0,3,86750.0
1717,303.0,18.0,2.0,32.0,5.0,3,81400.0
1718,196.0,18.0,2.0,42.0,6.0,3,42550.0
1719,450.0,18.0,22.0,3.0,4.0,3,87500.0
1720,293.0,18.0,2.0,4.0,3.0,3,56250.0
1721,309.0,18.0,2.0,33.0,4.0,3,106250.0
1722,53.0,18.0,2.0,39.0,8.0,4,52100.0
1723,115.0,,2.0,31.0,8.0,4,40200.0
1724,137.0,18.0,2.0,40.0,8.0,3,34900.0
1725,120.0,18.0,31.0,35.0,5.0,3,40650.0
1726,73.0,8.0,2.0,32.0,5.0,3,38200.0
1727,55.0,18.0,2.0,37.0,,3,34300.0
1728,109.0,18.0,2.0,36.0,3.0,2,33750.0
1729,,18.0,2.0,33.0,6.0,3,65650.0
1730,281.0,18.0,2.0,46.0,6.0,3,66450.0
1731,453.0,18.0,2.0,19.0,7.0,3,55000.00000000001
1732,152.0,18.0,2.0,32.0,5.0,3,56799.99999999999
1733,193.0,18.0,2.0,43.0,6.0,3,56100.00000000001
1734,241.0,18.0,2.0,31.0,6.0,3,56899.99999999999
1735,352.0,18.0,2.0,33.0,6.0,3,67050.0
1736,337.0,18.0,2.0,33.0,6.0,3,78300.0
1737,248.0,8.0,2.0,19.0,4.0,3,79400.0
1738,331.0,18.0,2.0,32.0,6.0,3,97583.0165091758
1739,265.0,18.0,2.0,45.0,6.0,3,65400.0
1740,175.0,18.0,2.0,19.0,5.0,3,60350.00000000001
1741,293.0,18.0,2.0,46.0,6.0,3,64700.0
1742,188.0,18.0,,36.0,6.0,3,57099.99999999999
1743,140.0,18.0,2.0,29.0,6.0,3,48600.0
1744,155.0,18.0,2.0,35.0,7.0,3,48850.0
1745,197.0,18.0,2.0,31.0,6.0,3,55150.0
1746,190.0,18.0,2.0,34.0,8.0,3,46950.0
1747,,18.0,2.0,30.0,7.0,,53900.0
1748,253.0,18.0,,25.0,4.0,3,66850.0
1749,303.0,18.0,2.0,46.0,5.0,3,91400.0
1750,193.0,,2.0,35.0,5.0,'3',73050.0
1751,164.0,18.0,2.0,22.0,4.0,3,60400.0
1752,164.0,18.0,2.0,15.0,4.0,3,66650.0
1753,190.0,,2.0,33.0,6.0,3,51800.0
1754,279.0,17.0,2.0,38.0,5.0,3,88913.35665339873
1755,413.0,17.0,2.0,46.0,4.0,3,105400.0
1756,295.0,17.0,35.0,40.0,8.0,3,93450.0
1757,282.0,18.0,2.0,42.0,5.0,3,72300.0
1758,216.0,8.0,2.0,45.0,4.0,3,70200.0
1759,268.0,17.0,2.0,47.0,4.0,3,70400.0
1760,236.0,17.0,2.0,43.0,4.0,3,70800.0
1761,295.0,17.0,2.0,42.0,4.0,3,69550.0
1762,303.0,17.0,2.0,44.0,8.0,3,75400.0
1763,275.0,18.0,2.0,46.0,8.0,3,112842.40602768051
1764,227.0,,2.0,45.0,5.0,3,67900.0
1765,306.0,18.0,2.0,46.0,4.0,3,71300.0
1766,230.0,18.0,2.0,44.0,5.0,3,67650.0
1767,,18.0,2.0,44.0,5.0,3,66700.0
1768,242.0,18.0,23.0,39.0,5.0,3,67550.0
1769,246.0,18.0,2.0,38.0,6.0,3,55850.0
1770,230.0,18.0,2.0,45.0,6.0,3,55800.00000000001
1771,270.0,18.0,29.0,42.0,6.0,3,57299.99999999999
1772,207.0,18.0,2.0,38.0,6.0,3,52350.0
1773,295.0,18.0,2.0,47.0,4.0,3,71650.0
1774,205.0,18.0,2.0,44.0,4.0,3,5530696.0
1775,126.0,18.0,2.0,31.0,3.0,3,72750.0
1776,,18.0,30.0,42.0,4.0,3,71950.0
1777,175.0,18.0,2.0,45.0,6.0,3,52600.0
1778,,18.0,2.0,34.0,6.0,3,52600.0
1779,217.0,18.0,2.0,,6.0,3,47800.0
1780,113.0,8.0,2.0,38.0,5.0,3,40850.0
1781,231.0,18.0,2.0,45.0,6.0,3,5928060.0
1782,72.0,18.0,2.0,27.0,4.0,3,52900.0
1783,100.0,18.0,2.0,,6.0,3,36450.0
1784,136.0,,2.0,41.0,7.0,3,39850.0
1785,98.0,18.0,2.0,49.0,6.0,3,35800.0
1786,133.0,18.0,2.0,19.0,6.0,3,44000.0
1787,175.0,18.0,2.0,28.0,5.0,3,42150.0
1788,120.0,18.0,2.0,43.0,6.0,3,39700.0
1789,228.0,18.0,2.0,17.0,7.0,3,60800.0
1790,78.0,18.0,2.0,,7.0,3,34550.0
1791,131.0,18.0,2.0,46.0,4.0,3,18950.0
1792,378.0,18.0,,18.0,3.0,3,134900.0
1793,301.0,18.0,0.0,47.0,3.0,3,205979.04679646005
1794,,18.0,2.0,52.0,4.0,3,137500.0
1795,159.0,17.0,2.0,30.0,8.0,3,53612.97863989915
1796,129.0,18.0,2.0,39.0,6.0,3,45750.0
1797,132.0,8.0,2.0,44.0,4.0,3,43050.0
1798,145.0,18.0,2.0,42.0,6.0,3,43500.0
1799,64.0,18.0,,37.0,7.0,3,42100.0
1800,84.0,17.0,2.0,36.0,6.0,3,46900.0
1801,144.0,18.0,2.0,36.0,5.0,3,47000.0
1802,104.0,18.0,2.0,52.0,5.0,3,52100.0
1803,321.0,17.0,2.0,4.0,3.0,3,93400.0
1804,176.0,17.0,2.0,34.0,6.0,three,45150.0
1805,226.0,17.0,2.0,27.0,5.0,3,55750.0
1806,108.0,17.0,2.0,32.0,5.0,3,44150.0
1807,198.0,17.0,2.0,45.0,5.0,3,56050.0
1808,,18.0,2.0,41.0,4.0,3,78150.0
1809,376.0,17.0,2.0,29.0,6.0,3,70300.0
1810,167.0,,2.0,26.0,6.0,3,61200.0
1811,245.0,17.0,2.0,28.0,5.0,3,64549.99999999999
1812,197.0,17.0,2.0,34.0,4.0,3,59800.0
1813,,17.0,2.0,39.0,4.0,3,83900.0
1814,273.0,17.0,2.0,43.0,4.0,3,89200.0
1815,308.0,17.0,2.0,45.0,5.0,3,116932.15711640767
1816,400.0,17.0,2.0,39.0,5.0,3,143250.0
1817,377.0,17.0,2.0,36.0,4.0,3,126700.0
1818,383.0,17.0,2.0,40.0,8.0,3,123650.0
1819,462.0,17.0,2.0,47.0,8.0,3,133850.0
1820,455.0,,2.0,32.0,5.0,3,160800.0
1821,445.0,17.0,2.0,35.0,5.0,3,144100.0
1822,462.0,17.0,2.0,32.0,5.0,3,200500.0
1823,337.0,17.0,2.0,34.0,4.0,3,152000.0
1824,263.0,8.0,2.0,36.0,8.0,3,130950.0
1825,200.0,17.0,2.0,33.0,6.0,3,11250.0
1826,213.0,17.0,2.0,30.0,5.0,3,66903.49881061596
1827,279.0,17.0,2.0,38.0,4.0,3,110050.0
1828,187.0,17.0,20.0,12.0,3.0,3,97900.0
1829,251.0,17.0,2.0,22.0,5.0,3,93450.0
1830,311.0,17.0,2.0,43.0,5.0,3,106100.0
1831,306.0,17.0,2.0,33.0,5.0,3,119500.0
1832,204.0,17.0,2.0,31.0,4.0,3,109050.0
1833,220.0,17.0,2.0,39.0,4.0,3,100200.0
1834,272.0,17.0,2.0,40.0,4.0,3,104550.0
1835,219.0,17.0,2.0,37.0,4.0,3,108600.0
1836,255.0,17.0,2.0,41.0,8.0,3,111500.0
1837,179.0,17.0,2.0,35.0,4.0,3,70850.0
1838,170.0,8.0,2.0,30.0,4.0,3,81250.0
1839,450.0,17.0,2.0,36.0,4.0,3,155700.0
1840,387.0,8.0,2.0,38.0,4.0,3,131600.0
1841,304.0,17.0,2.0,46.0,4.0,3,131000.0
1842,415.0,17.0,2.0,40.0,4.0,3,180120.8175873899
1843,332.0,17.0,2.0,52.0,4.0,3,117450.0
1844,462.0,17.0,2.0,38.0,4.0,3,179250.0
1845,462.0,17.0,2.0,49.0,8.0,3,166850.0
1846,309.0,17.0,2.0,52.0,4.0,3,143750.0
1847,437.0,17.0,2.0,41.0,4.0,3,162200.0
1848,462.0,17.0,2.0,,4.0,3,157750.0
1849,0.0,17.0,2.0,46.0,4.0,3,62699.29604739984
1850,281.0,38.0,2.0,16.0,5.0,3,54700.00000000001
1851,148.0,0.0,2.0,19.0,5.0,3,56596.27286528919
1852,186.0,38.0,2.0,11.0,5.0,3,36600.0
1853,193.0,38.0,2.0,17.0,6.0,3,34200.0
1854,124.0,38.0,2.0,15.0,5.0,3,37300.0
1855,127.0,38.0,2.0,28.0,4.0,3,39150.0
1856,150.0,38.0,2.0,20.0,5.0,3,33450.0
1857,,38.0,2.0,20.0,5.0,3,52950.0
1858,163.0,38.0,2.0,15.0,5.0,3,34750.0
1859,170.0,38.0,2.0,21.0,4.0,3,61200.0
1860,160.0,38.0,2.0,19.0,6.0,3,39399.5615581582
